# source: derived from data/processed/wtw_agg_2017_2024.csv (CEPII BACI HS17 V202601, Etalab 2.0),
#         data/processed/wdi_gdp_1995_2024.csv (World Bank WDI NY.GDP.MKTP.CD),
#         data/processed/us_import_shares.csv (US Census FT900 country workbook)
# built: 2026-07-30
# script: analysis/21_actuals_metrics.py
# schema: block,metric,period,entity,value,unit  (tidy long; period = year or window '2018->2024')
# units: busd = billions of current USD; pct = percent; pp = percentage points; hhi on 0-10,000 scale
# conventions: trade share=(exp+imp)/(2*world); ASEAN10 gross incl. intra-bloc; betweenness on directed
#   graph with distance=1/value (Dijkstra, normalized); gravity = per-year OLS ln(v_ij)~ln(gdp_i)+ln(gdp_j)
#   (numpy lstsq, no distance term -- DESCRIPTIVE residual, not the published model); WDI-missing
#   economies (TWN, PRK, ...) excluded from GDP-based blocks -- TWN is the only top-15 trader affected
# note: BACI mirror-consistent FOB values; levels differ from US Census customs-basis imports by ~1pp
#   of share -- the (MEX+ASEAN10)-CHN gap is computed on BOTH bases in block 'us_import_gap'
# caveat: countries with betweenness exactly 0 form a tie group (rank = first tied rank, method='min');
#   MEX and VNM are 0 in BOTH 2018 and 2024 (they lie on no weighted shortest paths) -- their
#   'betweenness_rank_shift' rows are tie artifacts, not real movement; see world-block
#   'betweenness_nonzero_countries' for the size of the ranked (nonzero) set
block,metric,period,entity,value,unit
corridor,value_busd,2024,CHN->IDN,74.032154247,busd
corridor,share_world_pct,2024,CHN->IDN,0.3238610793306409,pct
corridor,share_dest_imports_pct,2024,CHN->IDN,32.019960991977456,pct
corridor,rank_among_dyads,2017,CHN->IDN,80.0,rank
corridor,rank_among_dyads,2018,CHN->IDN,69.0,rank
corridor,rank_among_dyads,2019,CHN->IDN,73.0,rank
corridor,rank_among_dyads,2020,CHN->IDN,81.0,rank
corridor,rank_among_dyads,2021,CHN->IDN,64.0,rank
corridor,rank_among_dyads,2022,CHN->IDN,59.0,rank
corridor,rank_among_dyads,2023,CHN->IDN,64.0,rank
corridor,rank_among_dyads,2024,CHN->IDN,46.0,rank
corridor,value_growth_pct,2018->2024,CHN->IDN,61.422658785637196,pct
corridor,dest_share_change_pp,2018->2024,CHN->IDN,7.832478171439092,pp
corridor,value_growth_pct,2021->2024,CHN->IDN,29.219709817646212,pct
corridor,dest_share_change_pp,2021->2024,CHN->IDN,3.0026340350079863,pp
corridor,value_busd,2017,CHN->ASEAN10,282.522495853,busd
corridor,share_world_pct,2017,CHN->ASEAN10,1.6584927291705427,pct
corridor,share_dest_imports_pct,2017,CHN->ASEAN10,23.598883661665326,pct
corridor,value_busd,2018,CHN->ASEAN10,317.360888703,busd
corridor,share_world_pct,2018,CHN->ASEAN10,1.6667895945037936,pct
corridor,share_dest_imports_pct,2018,CHN->ASEAN10,21.768156101276677,pct
corridor,value_busd,2019,CHN->ASEAN10,326.100745786,busd
corridor,share_world_pct,2019,CHN->ASEAN10,1.762348859465106,pct
corridor,share_dest_imports_pct,2019,CHN->ASEAN10,23.075707521474964,pct
corridor,value_busd,2020,CHN->ASEAN10,333.068088455,busd
corridor,share_world_pct,2020,CHN->ASEAN10,1.9408752217836205,pct
corridor,share_dest_imports_pct,2020,CHN->ASEAN10,25.48173666719175,pct
corridor,value_busd,2021,CHN->ASEAN10,413.874753815,busd
corridor,share_world_pct,2021,CHN->ASEAN10,1.922183314912693,pct
corridor,share_dest_imports_pct,2021,CHN->ASEAN10,25.406824633734537,pct
corridor,value_busd,2022,CHN->ASEAN10,466.399771497,busd
corridor,share_world_pct,2022,CHN->ASEAN10,1.9285396572700053,pct
corridor,share_dest_imports_pct,2022,CHN->ASEAN10,24.893644777851755,pct
corridor,value_busd,2023,CHN->ASEAN10,441.96499513,busd
corridor,share_world_pct,2023,CHN->ASEAN10,1.9267943276895325,pct
corridor,share_dest_imports_pct,2023,CHN->ASEAN10,25.889757077964802,pct
corridor,value_busd,2024,CHN->ASEAN10,510.949941686,busd
corridor,share_world_pct,2024,CHN->ASEAN10,2.235201734725443,pct
corridor,share_dest_imports_pct,2024,CHN->ASEAN10,27.603472118918944,pct
corridor,value_growth_pct,2018->2024,CHN->ASEAN10,60.99965681787871,pct
corridor,dest_share_change_pp,2018->2024,CHN->ASEAN10,5.835316017642267,pp
corridor,value_growth_pct,2021->2024,CHN->ASEAN10,23.455208846682197,pct
corridor,dest_share_change_pp,2021->2024,CHN->ASEAN10,2.196647485184407,pp
corridor,value_busd,2017,MEX->USA,307.005506424,busd
corridor,share_world_pct,2017,MEX->USA,1.802215426004342,pct
corridor,share_dest_imports_pct,2017,MEX->USA,13.499238809996472,pct
corridor,value_busd,2018,MEX->USA,340.051922013,busd
corridor,share_world_pct,2018,MEX->USA,1.7859636312422704,pct
corridor,share_dest_imports_pct,2018,MEX->USA,13.746272866120378,pct
corridor,value_busd,2019,MEX->USA,352.255843771,busd
corridor,share_world_pct,2019,MEX->USA,1.903699063960841,pct
corridor,share_dest_imports_pct,2019,MEX->USA,14.536066810466163,pct
corridor,value_busd,2020,MEX->USA,320.31083308,busd
corridor,share_world_pct,2020,MEX->USA,1.8665353444025163,pct
corridor,share_dest_imports_pct,2020,MEX->USA,14.043424028719068,pct
corridor,value_busd,2021,MEX->USA,372.483530387,busd
corridor,share_world_pct,2021,MEX->USA,1.7299475761445133,pct
corridor,share_dest_imports_pct,2021,MEX->USA,13.429990510452882,pct
corridor,value_busd,2022,MEX->USA,439.99211467,busd
corridor,share_world_pct,2022,MEX->USA,1.8193453210828703,pct
corridor,share_dest_imports_pct,2022,MEX->USA,13.82275484718206,pct
corridor,value_busd,2023,MEX->USA,464.320501382,busd
corridor,share_world_pct,2023,MEX->USA,2.0242555816657926,pct
corridor,share_dest_imports_pct,2023,MEX->USA,15.596598320510187,pct
corridor,value_busd,2024,MEX->USA,493.57969256,busd
corridor,share_world_pct,2024,MEX->USA,2.1592138388252446,pct
corridor,share_dest_imports_pct,2024,MEX->USA,15.798215752924655,pct
corridor,rank_among_dyads,2017,MEX->USA,2.0,rank
corridor,rank_among_dyads,2018,MEX->USA,2.0,rank
corridor,rank_among_dyads,2019,MEX->USA,2.0,rank
corridor,rank_among_dyads,2020,MEX->USA,2.0,rank
corridor,rank_among_dyads,2021,MEX->USA,2.0,rank
corridor,rank_among_dyads,2022,MEX->USA,2.0,rank
corridor,rank_among_dyads,2023,MEX->USA,1.0,rank
corridor,rank_among_dyads,2024,MEX->USA,1.0,rank
corridor,value_growth_pct,2018->2024,MEX->USA,45.14833194829897,pct
corridor,dest_share_change_pp,2018->2024,MEX->USA,2.0519428868042766,pp
corridor,value_growth_pct,2021->2024,MEX->USA,32.51047423417204,pct
corridor,dest_share_change_pp,2021->2024,MEX->USA,2.368225242471773,pp
corridor,value_busd,2017,VNM->USA,48.15774246,busd
corridor,share_world_pct,2017,VNM->USA,0.28270055268354455,pct
corridor,share_dest_imports_pct,2017,VNM->USA,2.1175283583350946,pct
corridor,value_busd,2018,VNM->USA,49.787048046,busd
corridor,share_world_pct,2018,VNM->USA,0.26148317760035555,pct
corridor,share_dest_imports_pct,2018,VNM->USA,2.012593675658736,pct
corridor,value_busd,2019,VNM->USA,65.776829745,busd
corridor,share_world_pct,2019,VNM->USA,0.35547824523039745,pct
corridor,share_dest_imports_pct,2019,VNM->USA,2.714323718574157,pct
corridor,value_busd,2020,VNM->USA,80.955878649,busd
corridor,share_world_pct,2020,VNM->USA,0.47175116552420643,pct
corridor,share_dest_imports_pct,2020,VNM->USA,3.549357730281582,pct
corridor,value_busd,2021,VNM->USA,104.981366639,busd
corridor,share_world_pct,2021,VNM->USA,0.4875712506504286,pct
corridor,share_dest_imports_pct,2021,VNM->USA,3.7851304627383104,pct
corridor,value_busd,2022,VNM->USA,127.525938439,busd
corridor,share_world_pct,2022,VNM->USA,0.527313357853493,pct
corridor,share_dest_imports_pct,2022,VNM->USA,4.006344034190753,pct
corridor,value_busd,2023,VNM->USA,111.423300939,busd
corridor,share_world_pct,2023,VNM->USA,0.4857619643803689,pct
corridor,share_dest_imports_pct,2023,VNM->USA,3.7427261193905097,pct
corridor,value_busd,2024,VNM->USA,140.489324345,busd
corridor,share_world_pct,2024,VNM->USA,0.6145846312266124,pct
corridor,share_dest_imports_pct,2024,VNM->USA,4.4967017291034885,pct
corridor,rank_among_dyads,2017,VNM->USA,50.0,rank
corridor,rank_among_dyads,2018,VNM->USA,56.0,rank
corridor,rank_among_dyads,2019,VNM->USA,33.0,rank
corridor,rank_among_dyads,2020,VNM->USA,22.0,rank
corridor,rank_among_dyads,2021,VNM->USA,22.0,rank
corridor,rank_among_dyads,2022,VNM->USA,16.0,rank
corridor,rank_among_dyads,2023,VNM->USA,22.0,rank
corridor,rank_among_dyads,2024,VNM->USA,14.0,rank
corridor,value_growth_pct,2018->2024,VNM->USA,182.18046632368518,pct
corridor,dest_share_change_pp,2018->2024,VNM->USA,2.4841080534447526,pp
corridor,value_growth_pct,2021->2024,VNM->USA,33.82310484497826,pct
corridor,dest_share_change_pp,2021->2024,VNM->USA,0.7115712663651781,pp
corridor,value_busd,2017,THA->USA,31.097023073,busd
corridor,share_world_pct,2017,THA->USA,0.18254895600332582,pct
corridor,share_dest_imports_pct,2017,THA->USA,1.3673570406995827,pct
corridor,value_busd,2018,THA->USA,32.030896242,busd
corridor,share_world_pct,2018,THA->USA,0.16822729724821187,pct
corridor,share_dest_imports_pct,2018,THA->USA,1.2948182656414722,pct
corridor,value_busd,2019,THA->USA,35.545890978,busd
corridor,share_world_pct,2019,THA->USA,0.19210094191216262,pct
corridor,share_dest_imports_pct,2019,THA->USA,1.4668243415421014,pct
corridor,value_busd,2020,THA->USA,38.791978596,busd
corridor,share_world_pct,2020,THA->USA,0.22605104683005153,pct
corridor,share_dest_imports_pct,2020,THA->USA,1.700761098518829,pct
corridor,value_busd,2021,THA->USA,49.510706819,busd
corridor,share_world_pct,2021,THA->USA,0.22994554192971098,pct
corridor,share_dest_imports_pct,2021,THA->USA,1.785121404036691,pct
corridor,value_busd,2022,THA->USA,59.585676978,busd
corridor,share_world_pct,2022,THA->USA,0.24638378507029893,pct
corridor,share_dest_imports_pct,2022,THA->USA,1.8719385593717144,pct
corridor,value_busd,2023,THA->USA,56.450772005,busd
corridor,share_world_pct,2023,THA->USA,0.24610326268245664,pct
corridor,share_dest_imports_pct,2023,THA->USA,1.8961902677658034,pct
corridor,value_busd,2024,THA->USA,62.159809793,busd
corridor,share_world_pct,2024,THA->USA,0.27192431849791937,pct
corridor,share_dest_imports_pct,2024,THA->USA,1.9895755459007225,pct
corridor,rank_among_dyads,2017,THA->USA,99.0,rank
corridor,rank_among_dyads,2018,THA->USA,108.0,rank
corridor,rank_among_dyads,2019,THA->USA,95.0,rank
corridor,rank_among_dyads,2020,THA->USA,86.0,rank
corridor,rank_among_dyads,2021,THA->USA,81.0,rank
corridor,rank_among_dyads,2022,THA->USA,74.0,rank
corridor,rank_among_dyads,2023,THA->USA,75.0,rank
corridor,rank_among_dyads,2024,THA->USA,63.0,rank
corridor,value_growth_pct,2018->2024,THA->USA,94.062037238577,pct
corridor,dest_share_change_pp,2018->2024,THA->USA,0.6947572802592503,pp
corridor,value_growth_pct,2021->2024,THA->USA,25.548217318412103,pct
corridor,dest_share_change_pp,2021->2024,THA->USA,0.20445414186403155,pp
corridor,value_busd,2017,MYS->USA,34.061435321999994,busd
corridor,share_world_pct,2017,MYS->USA,0.19995095490039308,pct
corridor,share_dest_imports_pct,2017,MYS->USA,1.4977042430890488,pct
corridor,value_busd,2018,MYS->USA,36.138788386,busd
corridor,share_world_pct,2018,MYS->USA,0.18980207890749434,pct
corridor,share_dest_imports_pct,2018,MYS->USA,1.4608758664388515,pct
corridor,value_busd,2019,MYS->USA,36.294214023,busd
corridor,share_world_pct,2019,MYS->USA,0.19614511010836985,pct
corridor,share_dest_imports_pct,2019,MYS->USA,1.4977043793620077,pct
corridor,value_busd,2020,MYS->USA,39.136906789,busd
corridor,share_world_pct,2020,MYS->USA,0.22806103399572006,pct
corridor,share_dest_imports_pct,2020,MYS->USA,1.7158838242386585,pct
corridor,value_busd,2021,MYS->USA,49.314359172,busd
corridor,share_world_pct,2021,MYS->USA,0.22903363278930838,pct
corridor,share_dest_imports_pct,2021,MYS->USA,1.7780420385860356,pct
corridor,value_busd,2022,MYS->USA,48.531143133,busd
corridor,share_world_pct,2022,MYS->USA,0.20067384219385154,pct
corridor,share_dest_imports_pct,2022,MYS->USA,1.5246502644350721,pct
corridor,value_busd,2023,MYS->USA,41.600535749,busd
corridor,share_world_pct,2023,MYS->USA,0.1813620472056656,pct
corridor,share_dest_imports_pct,2023,MYS->USA,1.3973685074512414,pct
corridor,value_busd,2024,MYS->USA,49.758531616,busd
corridor,share_world_pct,2024,MYS->USA,0.2176736840765187,pct
corridor,share_dest_imports_pct,2024,MYS->USA,1.5926425456062137,pct
corridor,rank_among_dyads,2017,MYS->USA,92.0,rank
corridor,rank_among_dyads,2018,MYS->USA,94.0,rank
corridor,rank_among_dyads,2019,MYS->USA,92.0,rank
corridor,rank_among_dyads,2020,MYS->USA,84.0,rank
corridor,rank_among_dyads,2021,MYS->USA,83.0,rank
corridor,rank_among_dyads,2022,MYS->USA,97.0,rank
corridor,rank_among_dyads,2023,MYS->USA,100.0,rank
corridor,rank_among_dyads,2024,MYS->USA,89.0,rank
corridor,value_growth_pct,2018->2024,MYS->USA,37.68732666000565,pct
corridor,dest_share_change_pp,2018->2024,MYS->USA,0.13176667916736218,pp
corridor,value_growth_pct,2021->2024,MYS->USA,0.9006959665658565,pct
corridor,dest_share_change_pp,2021->2024,MYS->USA,-0.18539949297982194,pp
corridor,value_busd,2017,IDN->USA,20.821851985,busd
corridor,share_world_pct,2017,IDN->USA,0.1222305856414196,pct
corridor,share_dest_imports_pct,2017,IDN->USA,0.9155508501652752,pct
corridor,value_busd,2018,IDN->USA,21.256348552,busd
corridor,share_world_pct,2018,IDN->USA,0.11163902624679177,pct
corridor,share_dest_imports_pct,2018,IDN->USA,0.859267507160228,pct
corridor,value_busd,2019,IDN->USA,20.423218672,busd
corridor,share_world_pct,2019,IDN->USA,0.11037336344157139,pct
corridor,share_dest_imports_pct,2019,IDN->USA,0.8427774197379905,pct
corridor,value_busd,2020,IDN->USA,20.597489391,busd
corridor,share_world_pct,2020,IDN->USA,0.12002697999494512,pct
corridor,share_dest_imports_pct,2020,IDN->USA,0.903058053527059,pct
corridor,value_busd,2021,IDN->USA,27.632139092,busd
corridor,share_world_pct,2021,IDN->USA,0.1283335990620266,pct
corridor,share_dest_imports_pct,2021,IDN->USA,0.9962839575846809,pct
corridor,value_busd,2022,IDN->USA,33.862856840000006,busd
corridor,share_world_pct,2022,IDN->USA,0.14002121423598712,pct
corridor,share_dest_imports_pct,2022,IDN->USA,1.063832629990669,pct
corridor,value_busd,2023,IDN->USA,26.651950745,busd
corridor,share_world_pct,2023,IDN->USA,0.11619206969597637,pct
corridor,share_dest_imports_pct,2023,IDN->USA,0.8952431972970419,pct
corridor,value_busd,2024,IDN->USA,28.925720619,busd
corridor,share_world_pct,2024,IDN->USA,0.1265384642034178,pct
corridor,share_dest_imports_pct,2024,IDN->USA,0.9258378779273482,pct
corridor,rank_among_dyads,2017,IDN->USA,147.0,rank
corridor,rank_among_dyads,2018,IDN->USA,167.0,rank
corridor,rank_among_dyads,2019,IDN->USA,167.0,rank
corridor,rank_among_dyads,2020,IDN->USA,154.0,rank
corridor,rank_among_dyads,2021,IDN->USA,142.0,rank
corridor,rank_among_dyads,2022,IDN->USA,132.0,rank
corridor,rank_among_dyads,2023,IDN->USA,158.0,rank
corridor,rank_among_dyads,2024,IDN->USA,144.0,rank
corridor,value_growth_pct,2018->2024,IDN->USA,36.08038345926725,pct
corridor,dest_share_change_pp,2018->2024,IDN->USA,0.06657037076712014,pp
corridor,value_growth_pct,2021->2024,IDN->USA,4.6814382436809465,pct
corridor,dest_share_change_pp,2021->2024,IDN->USA,-0.07044607965733274,pp
corridor,value_busd,2017,ASEAN10->USA,166.729937879,busd
corridor,share_world_pct,2017,ASEAN10->USA,0.9787552983081913,pct
corridor,share_dest_imports_pct,2017,ASEAN10->USA,7.331227620054662,pct
corridor,value_busd,2018,ASEAN10->USA,180.333269343,busd
corridor,share_world_pct,2018,ASEAN10->USA,0.947116130510511,pct
corridor,share_dest_imports_pct,2018,ASEAN10->USA,7.289799488719524,pct
corridor,value_busd,2019,ASEAN10->USA,202.255551429,busd
corridor,share_world_pct,2019,ASEAN10->USA,1.0930512885588346,pct
corridor,share_dest_imports_pct,2019,ASEAN10->USA,8.346207054753364,pct
corridor,value_busd,2020,ASEAN10->USA,226.020853549,busd
corridor,share_world_pct,2020,ASEAN10->USA,1.317082871236724,pct
corridor,share_dest_imports_pct,2020,ASEAN10->USA,9.909457807594235,pct
corridor,value_busd,2021,ASEAN10->USA,282.622493293,busd
corridor,share_world_pct,2021,ASEAN10->USA,1.3126005778783507,pct
corridor,share_dest_imports_pct,2021,ASEAN10->USA,10.190027459796633,pct
corridor,value_busd,2022,ASEAN10->USA,327.969144939,busd
corridor,share_world_pct,2022,ASEAN10->USA,1.3561359610997672,pct
corridor,share_dest_imports_pct,2022,ASEAN10->USA,10.303450759184301,pct
corridor,value_busd,2023,ASEAN10->USA,295.77978711,busd
corridor,share_world_pct,2023,ASEAN10->USA,1.2894840594358217,pct
corridor,share_dest_imports_pct,2023,ASEAN10->USA,9.935289346798424,pct
corridor,value_busd,2024,ASEAN10->USA,338.505735025,busd
corridor,share_world_pct,2024,ASEAN10->USA,1.4808272678253303,pct
corridor,share_dest_imports_pct,2024,ASEAN10->USA,10.834697448329912,pct
corridor,value_growth_pct,2018->2024,ASEAN10->USA,87.71119508799599,pct
corridor,dest_share_change_pp,2018->2024,ASEAN10->USA,3.5448979596103882,pp
corridor,value_growth_pct,2021->2024,ASEAN10->USA,19.77310478046941,pct
corridor,dest_share_change_pp,2021->2024,ASEAN10->USA,0.6446699885332787,pp
connector,strength_busd,2018,MEX,877.149556617,busd
connector,strength_busd,2024,MEX,1211.316560298,busd
connector,strength_growth_pct,2018->2024,MEX,38.096924425273485,pct
connector,excess_growth_vs_world_pp,2018->2024,MEX,18.03950475989167,pp
connector,strength_busd,2018,VNM,517.553283301,busd
connector,strength_busd,2024,VNM,881.985850454,busd
connector,strength_growth_pct,2018->2024,VNM,70.41450202549528,pct
connector,excess_growth_vs_world_pp,2018->2024,VNM,50.357082360113466,pp
connector,strength_busd,2018,THA,522.976078602,busd
connector,strength_busd,2024,THA,631.623450508,busd
connector,strength_growth_pct,2018->2024,THA,20.774826297300653,pct
connector,excess_growth_vs_world_pp,2018->2024,THA,0.7174066319188377,pp
connector,strength_busd,2018,MYS,529.336606288,busd
connector,strength_busd,2024,MYS,682.917953892,busd
connector,strength_growth_pct,2018->2024,MYS,29.013929091546697,pct
connector,excess_growth_vs_world_pp,2018->2024,MYS,8.956509426164882,pp
connector,strength_busd,2018,IDN,398.767707451,busd
connector,strength_busd,2024,IDN,528.08350809,busd
connector,strength_growth_pct,2018->2024,IDN,32.42885474995243,pct
connector,excess_growth_vs_world_pp,2018->2024,IDN,12.371435084570614,pp
world,betweenness_nonzero_countries,2018,WORLD,53.0,count
connector,betweenness,2018,MEX,0.0,centrality
connector,betweenness_rank,2018,MEX,54.0,rank
connector,betweenness,2018,VNM,0.0,centrality
connector,betweenness_rank,2018,VNM,54.0,rank
connector,betweenness,2018,THA,0.02652777777777778,centrality
connector,betweenness_rank,2018,THA,16.0,rank
connector,betweenness,2018,MYS,0.0044444444444444444,centrality
connector,betweenness_rank,2018,MYS,39.0,rank
connector,betweenness,2018,IDN,0.01771825396825397,centrality
connector,betweenness_rank,2018,IDN,21.0,rank
connector,betweenness,2018,CHN,0.7610912698412698,centrality
connector,betweenness_rank,2018,CHN,1.0,rank
connector,betweenness,2018,USA,0.38623015873015876,centrality
connector,betweenness_rank,2018,USA,3.0,rank
world,betweenness_nonzero_countries,2024,WORLD,55.0,count
connector,betweenness,2024,MEX,0.0,centrality
connector,betweenness_rank,2024,MEX,56.0,rank
connector,betweenness,2024,VNM,0.0,centrality
connector,betweenness_rank,2024,VNM,56.0,rank
connector,betweenness,2024,THA,0.03099206349206349,centrality
connector,betweenness_rank,2024,THA,13.0,rank
connector,betweenness,2024,MYS,0.013293650793650793,centrality
connector,betweenness_rank,2024,MYS,23.0,rank
connector,betweenness,2024,IDN,0.008869047619047618,centrality
connector,betweenness_rank,2024,IDN,30.0,rank
connector,betweenness,2024,CHN,0.7584325396825397,centrality
connector,betweenness_rank,2024,CHN,1.0,rank
connector,betweenness,2024,USA,0.4038888888888889,centrality
connector,betweenness_rank,2024,USA,2.0,rank
connector,betweenness_rank_shift,2018->2024,MEX,-2.0,ranks_gained
connector,betweenness_rank_shift,2018->2024,VNM,-2.0,ranks_gained
connector,betweenness_rank_shift,2018->2024,THA,3.0,ranks_gained
connector,betweenness_rank_shift,2018->2024,MYS,16.0,ranks_gained
connector,betweenness_rank_shift,2018->2024,IDN,-9.0,ranks_gained
connector,betweenness_rank_shift,2018->2024,CHN,0.0,ranks_gained
connector,betweenness_rank_shift,2018->2024,USA,1.0,ranks_gained
divergence,trade_share_pct,2017,CHN,11.693065283872832,pct
divergence,gdp_share_pct,2017,CHN,15.412570496950442,pct
divergence,trade_minus_gdp_share_pp,2017,CHN,-3.7195052130776105,pp
divergence,trade_share_pct,2017,USA,11.005492566567828,pct
divergence,gdp_share_pct,2017,USA,24.109390286161574,pct
divergence,trade_minus_gdp_share_pp,2017,USA,-13.103897719593746,pp
divergence,trade_share_pct,2017,MEX,2.306860696309718,pct
divergence,gdp_share_pct,2017,MEX,1.463768074602829,pct
divergence,trade_minus_gdp_share_pp,2017,MEX,0.8430926217068888,pp
divergence,trade_share_pct,2017,VNM,1.3090420290394114,pct
divergence,gdp_share_pct,2017,VNM,0.3458713347074938,pct
divergence,trade_minus_gdp_share_pp,2017,VNM,0.9631706943319176,pp
divergence,trade_share_pct,2017,DEU,7.28542938648018,pct
divergence,gdp_share_pct,2017,DEU,4.628791545058387,pct
divergence,trade_minus_gdp_share_pp,2017,DEU,2.6566378414217926,pp
divergence,trade_share_pct,2017,JPN,4.020983393477024,pct
divergence,gdp_share_pct,2017,JPN,6.193558077548225,pct
divergence,trade_minus_gdp_share_pp,2017,JPN,-2.1725746840712015,pp
divergence,trade_share_pct,2017,FRA,3.3795860876885726,pct
divergence,gdp_share_pct,2017,FRA,3.1825266259967573,pct
divergence,trade_minus_gdp_share_pp,2017,FRA,0.19705946169181532,pp
divergence,trade_share_pct,2017,KOR,3.1358777729106393,pct
divergence,gdp_share_pct,2017,KOR,2.102365216829967,pct
divergence,trade_minus_gdp_share_pp,2017,KOR,1.0335125560806722,pp
divergence,trade_share_pct,2017,NLD,2.9483153093282417,pct
divergence,gdp_share_pct,2017,NLD,1.0427435783140848,pct
divergence,trade_minus_gdp_share_pp,2017,NLD,1.9055717310141569,pp
divergence,trade_share_pct,2017,ITA,2.8270255759434066,pct
divergence,gdp_share_pct,2017,ITA,2.4226306508979585,pct
divergence,trade_minus_gdp_share_pp,2017,ITA,0.40439492504544816,pp
divergence,trade_share_pct,2017,IND,2.198389999947902,pct
divergence,gdp_share_pct,2017,IND,3.2594888520604686,pct
divergence,trade_minus_gdp_share_pp,2017,IND,-1.0610988521125666,pp
divergence,trade_share_pct,2018,CHN,11.678237177451495,pct
divergence,gdp_share_pct,2018,CHN,16.350838469971336,pct
divergence,trade_minus_gdp_share_pp,2018,CHN,-4.6726012925198415,pp
divergence,trade_share_pct,2018,USA,10.68355723881107,pct
divergence,gdp_share_pct,2018,USA,23.873123282392207,pct
divergence,trade_minus_gdp_share_pp,2018,USA,-13.189566043581138,pp
divergence,trade_share_pct,2018,MEX,2.3034088412215414,pct
divergence,gdp_share_pct,2018,MEX,1.451929703347308,pct
divergence,trade_minus_gdp_share_pp,2018,MEX,0.8514791378742335,pp
divergence,trade_share_pct,2018,VNM,1.359103244783714,pct
divergence,gdp_share_pct,2018,VNM,0.3583958780557346,pct
divergence,trade_minus_gdp_share_pp,2018,VNM,1.0007073667279793,pp
divergence,trade_share_pct,2018,DEU,7.062155983915652,pct
divergence,gdp_share_pct,2018,DEU,4.686940291015816,pct
divergence,trade_minus_gdp_share_pp,2018,DEU,2.375215692899836,pp
divergence,trade_share_pct,2018,JPN,3.93108111127066,pct
divergence,gdp_share_pct,2018,JPN,5.956914004768913,pct
divergence,trade_minus_gdp_share_pp,2018,JPN,-2.0258328934982526,pp
divergence,trade_share_pct,2018,FRA,3.2636952623681355,pct
divergence,gdp_share_pct,2018,FRA,3.2147199667091333,pct
divergence,trade_minus_gdp_share_pp,2018,FRA,0.04897529565900216,pp
divergence,trade_share_pct,2018,KOR,3.024748509653098,pct
divergence,gdp_share_pct,2018,KOR,2.1083216485662097,pct
divergence,trade_minus_gdp_share_pp,2018,KOR,0.9164268610868884,pp
divergence,trade_share_pct,2018,NLD,2.9653712729734263,pct
divergence,gdp_share_pct,2018,NLD,1.0745105732126403,pct
divergence,trade_minus_gdp_share_pp,2018,NLD,1.890860699760786,pp
divergence,trade_share_pct,2018,ITA,2.7811654123209117,pct
divergence,gdp_share_pct,2018,ITA,2.4263567457153785,pct
divergence,trade_minus_gdp_share_pp,2018,ITA,0.35480866660553323,pp
divergence,trade_share_pct,2018,IND,2.264532670498929,pct
divergence,gdp_share_pct,2018,IND,3.123826523249069,pct
divergence,trade_minus_gdp_share_pp,2018,IND,-0.8592938527501404,pp
divergence,trade_share_pct,2019,CHN,11.702310990497686,pct
divergence,gdp_share_pct,2019,CHN,16.54916213315699,pct
divergence,trade_minus_gdp_share_pp,2019,CHN,-4.846851142659304,pp
divergence,trade_share_pct,2019,USA,10.75402464279344,pct
divergence,gdp_share_pct,2019,USA,24.482456278394782,pct
divergence,trade_minus_gdp_share_pp,2019,USA,-13.728431635601343,pp
divergence,trade_share_pct,2019,MEX,2.375390166066205,pct
divergence,gdp_share_pct,2019,MEX,1.4822539369791619,pct
divergence,trade_minus_gdp_share_pp,2019,MEX,0.8931362290870433,pp
divergence,trade_share_pct,2019,VNM,1.521870973660064,pct
divergence,gdp_share_pct,2019,VNM,0.38004131646704475,pct
divergence,trade_minus_gdp_share_pp,2019,VNM,1.141829657193019,pp
divergence,trade_share_pct,2019,DEU,6.9793513280789465,pct
divergence,gdp_share_pct,2019,DEU,4.500837148429508,pct
divergence,trade_minus_gdp_share_pp,2019,DEU,2.478514179649438,pp
divergence,trade_share_pct,2019,JPN,3.885545936203068,pct
divergence,gdp_share_pct,2019,JPN,5.962352589078204,pct
divergence,trade_minus_gdp_share_pp,2019,JPN,-2.076806652875136,pp
divergence,trade_share_pct,2019,FRA,3.2807674420019395,pct
divergence,gdp_share_pct,2019,FRA,3.0947413600575584,pct
divergence,trade_minus_gdp_share_pp,2019,FRA,0.18602608194438108,pp
divergence,trade_share_pct,2019,KOR,2.8855587342087587,pct
divergence,gdp_share_pct,2019,KOR,1.9902477665095286,pct
divergence,trade_minus_gdp_share_pp,2019,KOR,0.8953109676992301,pp
divergence,trade_share_pct,2019,NLD,2.9626051535051214,pct
divergence,gdp_share_pct,2019,NLD,1.0557960178835768,pct
divergence,trade_minus_gdp_share_pp,2019,NLD,1.9068091356215446,pp
divergence,trade_share_pct,2019,ITA,2.746641455288275,pct
divergence,gdp_share_pct,2019,ITA,2.2954956553314076,pct
divergence,trade_minus_gdp_share_pp,2019,ITA,0.4511457999568673,pp
divergence,trade_share_pct,2019,IND,2.2651515105320943,pct
divergence,gdp_share_pct,2019,IND,3.2229649123626904,pct
divergence,trade_minus_gdp_share_pp,2019,IND,-0.9578134018305962,pp
divergence,trade_share_pct,2020,CHN,12.490946692008803,pct
