# source: derived from data/processed/wtw_agg_2017_2024.csv (CEPII BACI HS17 V202601, Etalab 2.0),
#         data/processed/wdi_gdp_1995_2024.csv (World Bank WDI NY.GDP.MKTP.CD),
#         data/processed/us_import_shares.csv (US Census FT900 country workbook)
# built: 2026-07-30
# script: analysis/21_actuals_metrics.py
# schema: block,metric,period,entity,value,unit  (tidy long; period = year or window '2018->2024')
# units: busd = billions of current USD; pct = percent; pp = percentage points; hhi on 0-10,000 scale
# conventions: trade share=(exp+imp)/(2*world); ASEAN10 gross incl. intra-bloc; betweenness on directed
#   graph with distance=1/value (Dijkstra, normalized); gravity = per-year OLS ln(v_ij)~ln(gdp_i)+ln(gdp_j)
#   (numpy lstsq, no distance term -- DESCRIPTIVE residual, not the published model); WDI-missing
#   economies (TWN, PRK, ...) excluded from GDP-based blocks -- TWN is the only top-15 trader affected
# note: BACI mirror-consistent FOB values; levels differ from US Census customs-basis imports by ~1pp
#   of share -- the (MEX+ASEAN10)-CHN gap is computed on BOTH bases in block 'us_import_gap'
# caveat: countries with betweenness exactly 0 form a tie group (rank = first tied rank, method='min');
#   MEX and VNM are 0 in BOTH 2018 and 2024 (they lie on no weighted shortest paths) -- their
#   'betweenness_rank_shift' rows are tie artifacts, not real movement; see world-block
#   'betweenness_nonzero_countries' for the size of the ranked (nonzero) set
block,metric,period,entity,value,unit
divergence,gdp_share_pct,2020,CHN,17.536397483610813,pct
divergence,trade_minus_gdp_share_pp,2020,CHN,-5.0454507916020095,pp
divergence,trade_share_pct,2020,USA,10.646426693179203,pct
divergence,gdp_share_pct,2020,USA,24.9956702830904,pct
divergence,trade_minus_gdp_share_pp,2020,USA,-14.349243589911199,pp
divergence,trade_share_pct,2020,MEX,2.251251441117709,pct
divergence,gdp_share_pct,2020,MEX,1.3109425455574517,pct
divergence,trade_minus_gdp_share_pp,2020,MEX,0.9403088955602572,pp
divergence,trade_share_pct,2020,VNM,1.723815397238344,pct
divergence,gdp_share_pct,2020,VNM,0.4053229857154027,pct
divergence,trade_minus_gdp_share_pp,2020,VNM,1.3184924115229415,pp
divergence,trade_share_pct,2020,DEU,7.112921659472342,pct
divergence,gdp_share_pct,2020,DEU,4.608964382041952,pct
divergence,trade_minus_gdp_share_pp,2020,DEU,2.5039572774303895,pp
divergence,trade_share_pct,2020,JPN,3.7300337880593815,pct
divergence,gdp_share_pct,2020,JPN,6.068105997519893,pct
divergence,trade_minus_gdp_share_pp,2020,JPN,-2.338072209460512,pp
divergence,trade_share_pct,2020,FRA,3.126174339785847,pct
divergence,gdp_share_pct,2020,FRA,3.0964124685674927,pct
divergence,trade_minus_gdp_share_pp,2020,FRA,0.029761871218354052,pp
divergence,trade_share_pct,2020,KOR,2.9107536569369286,pct
divergence,gdp_share_pct,2020,KOR,2.039468186582336,pct
divergence,trade_minus_gdp_share_pp,2020,KOR,0.8712854703545925,pp
divergence,trade_share_pct,2020,NLD,2.998520499411992,pct
divergence,gdp_share_pct,2020,NLD,1.0905112226591482,pct
divergence,trade_minus_gdp_share_pp,2020,NLD,1.9080092767528436,pp
divergence,trade_share_pct,2020,ITA,2.696773211300326,pct
divergence,gdp_share_pct,2020,ITA,2.2305563374267328,pct
divergence,trade_minus_gdp_share_pp,2020,ITA,0.46621687387359323,pp
divergence,trade_share_pct,2020,IND,1.9583577768465834,pct
divergence,gdp_share_pct,2020,IND,3.1278984409404735,pct
divergence,trade_minus_gdp_share_pp,2020,IND,-1.1695406640938901,pp
divergence,trade_share_pct,2021,CHN,12.661930295575639,pct
divergence,gdp_share_pct,2021,CHN,18.635883441988504,pct
divergence,trade_minus_gdp_share_pp,2021,CHN,-5.973953146412866,pp
divergence,trade_share_pct,2021,USA,10.340190835097202,pct
divergence,gdp_share_pct,2021,USA,24.29159836223179,pct
divergence,trade_minus_gdp_share_pp,2021,USA,-13.95140752713459,pp
divergence,trade_share_pct,2021,MEX,2.2592418004887085,pct
divergence,gdp_share_pct,2021,MEX,1.347975016245467,pct
divergence,trade_minus_gdp_share_pp,2021,MEX,0.9112667842432416,pp
divergence,trade_share_pct,2021,VNM,1.6598165776005,pct
divergence,gdp_share_pct,2021,VNM,0.37521666973485124,pct
divergence,trade_minus_gdp_share_pp,2021,VNM,1.284599907865649,pp
divergence,trade_share_pct,2021,DEU,6.760777432421282,pct
divergence,gdp_share_pct,2021,DEU,4.459142468775262,pct
divergence,trade_minus_gdp_share_pp,2021,DEU,2.30163496364602,pp
divergence,trade_share_pct,2021,JPN,3.5403488052973024,pct
divergence,gdp_share_pct,2021,JPN,5.350593341249766,pct
divergence,trade_minus_gdp_share_pp,2021,JPN,-1.8102445359524637,pp
divergence,trade_share_pct,2021,FRA,3.0234522050701615,pct
divergence,gdp_share_pct,2021,FRA,3.0371952296534293,pct
divergence,trade_minus_gdp_share_pp,2021,FRA,-0.013743024583267704,pp
divergence,trade_share_pct,2021,KOR,2.965139392335593,pct
divergence,gdp_share_pct,2021,KOR,1.988645658168715,pct
divergence,trade_minus_gdp_share_pp,2021,KOR,0.976493734166878,pp
divergence,trade_share_pct,2021,NLD,3.003134890120325,pct
divergence,gdp_share_pct,2021,NLD,1.0796255826561134,pct
divergence,trade_minus_gdp_share_pp,2021,NLD,1.9235093074642118,pp
divergence,trade_share_pct,2021,ITA,2.7349664223500123,pct
divergence,gdp_share_pct,2021,ITA,2.231190763582924,pct
divergence,trade_minus_gdp_share_pp,2021,ITA,0.5037756587670885,pp
divergence,trade_share_pct,2021,IND,2.320551841162093,pct
divergence,gdp_share_pct,2021,IND,3.2428229405239555,pct
divergence,trade_minus_gdp_share_pp,2021,IND,-0.9222710993618626,pp
divergence,trade_share_pct,2022,CHN,12.053772604081358,pct
divergence,gdp_share_pct,2022,CHN,18.002369526636084,pct
divergence,trade_minus_gdp_share_pp,2022,CHN,-5.948596922554726,pp
divergence,trade_share_pct,2022,USA,10.669159531319606,pct
divergence,gdp_share_pct,2022,USA,25.607403302190168,pct
divergence,trade_minus_gdp_share_pp,2022,USA,-14.938243770870562,pp
divergence,trade_share_pct,2022,MEX,2.323410099899261,pct
divergence,gdp_share_pct,2022,MEX,1.4417557328493764,pct
divergence,trade_minus_gdp_share_pp,2022,MEX,0.8816543670498844,pp
divergence,trade_share_pct,2022,VNM,1.6320798328525614,pct
divergence,gdp_share_pct,2022,VNM,0.4063487091041965,pct
divergence,trade_minus_gdp_share_pp,2022,VNM,1.225731123748365,pp
divergence,trade_share_pct,2022,DEU,6.446900340243699,pct
divergence,gdp_share_pct,2022,DEU,4.12891386988358,pct
divergence,trade_minus_gdp_share_pp,2022,DEU,2.317986470360119,pp
divergence,trade_share_pct,2022,JPN,3.4175265125563024,pct
divergence,gdp_share_pct,2022,JPN,4.371629555489152,pct
divergence,trade_minus_gdp_share_pp,2022,JPN,-0.9541030429328496,pp
divergence,trade_share_pct,2022,FRA,2.980691780447524,pct
divergence,gdp_share_pct,2022,FRA,2.7468173955696065,pct
divergence,trade_minus_gdp_share_pp,2022,FRA,0.23387438487791767,pp
divergence,trade_share_pct,2022,KOR,2.9676830289331284,pct
divergence,gdp_share_pct,2022,KOR,1.7684782058448156,pct
divergence,trade_minus_gdp_share_pp,2022,KOR,1.1992048230883128,pp
divergence,trade_share_pct,2022,NLD,2.8627000533569125,pct
divergence,gdp_share_pct,2022,NLD,1.0285775976198686,pct
divergence,trade_minus_gdp_share_pp,2022,NLD,1.834122455737044,pp
divergence,trade_share_pct,2022,ITA,2.728808615841071,pct
divergence,gdp_share_pct,2022,ITA,2.0679526622295077,pct
divergence,trade_minus_gdp_share_pp,2022,ITA,0.6608559536115632,pp
divergence,trade_share_pct,2022,IND,2.4774291227441467,pct
divergence,gdp_share_pct,2022,IND,3.1941553873063953,pct
divergence,trade_minus_gdp_share_pp,2022,IND,-0.7167262645622485,pp
divergence,trade_share_pct,2023,CHN,12.012047625338834,pct
divergence,gdp_share_pct,2023,CHN,17.203181417238174,pct
divergence,trade_minus_gdp_share_pp,2023,CHN,-5.19113379189934,pp
divergence,trade_share_pct,2023,USA,10.679764708153124,pct
divergence,gdp_share_pct,2023,USA,26.187040652044292,pct
divergence,trade_minus_gdp_share_pp,2023,USA,-15.507275943891168,pp
divergence,trade_share_pct,2023,MEX,2.552455871178706,pct
divergence,gdp_share_pct,2023,MEX,1.689598475413628,pct
divergence,trade_minus_gdp_share_pp,2023,MEX,0.8628573957650782,pp
divergence,trade_share_pct,2023,VNM,1.6194763645506174,pct
divergence,gdp_share_pct,2023,VNM,0.408466396720089,pct
divergence,trade_minus_gdp_share_pp,2023,VNM,1.2110099678305284,pp
divergence,trade_share_pct,2023,DEU,6.631522195538787,pct
divergence,gdp_share_pct,2023,DEU,4.295728065332729,pct
divergence,trade_minus_gdp_share_pp,2023,DEU,2.3357941302060583,pp
divergence,trade_share_pct,2023,JPN,3.302943844364137,pct
divergence,gdp_share_pct,2023,JPN,4.1287340428350205,pct
divergence,trade_minus_gdp_share_pp,2023,JPN,-0.8257901984708838,pp
divergence,trade_share_pct,2023,FRA,3.1468237726190615,pct
divergence,gdp_share_pct,2023,FRA,2.8777344279935004,pct
divergence,trade_minus_gdp_share_pp,2023,FRA,0.2690893446255611,pp
divergence,trade_share_pct,2023,KOR,2.8109932240676554,pct
divergence,gdp_share_pct,2023,KOR,1.7370457377011328,pct
divergence,trade_minus_gdp_share_pp,2023,KOR,1.0739474863665226,pp
divergence,trade_share_pct,2023,NLD,2.8181298089317552,pct
divergence,gdp_share_pct,2023,NLD,1.0691524918605948,pct
divergence,trade_minus_gdp_share_pp,2023,NLD,1.7489773170711604,pp
divergence,trade_share_pct,2023,ITA,2.818448992175728,pct
divergence,gdp_share_pct,2023,ITA,2.1815527315873555,pct
divergence,trade_minus_gdp_share_pp,2023,ITA,0.6368962605883723,pp
divergence,trade_share_pct,2023,IND,2.4599002471699407,pct
divergence,gdp_share_pct,2023,IND,3.296417399435192,pct
divergence,trade_minus_gdp_share_pp,2023,IND,-0.8365171522652513,pp
divergence,trade_share_pct,2024,CHN,12.3788178603285,pct
divergence,gdp_share_pct,2024,CHN,16.956151116678733,pct
divergence,trade_minus_gdp_share_pp,2024,CHN,-4.577333256350233,pp
divergence,trade_share_pct,2024,USA,10.981882894510012,pct
divergence,gdp_share_pct,2024,USA,26.5237763043148,pct
divergence,trade_minus_gdp_share_pp,2024,USA,-15.54189340980479,pp
divergence,trade_share_pct,2024,MEX,2.649512854376291,pct
divergence,gdp_share_pct,2024,MEX,1.6571597880977098,pct
divergence,trade_minus_gdp_share_pp,2024,MEX,0.9923530662785813,pp
divergence,trade_share_pct,2024,VNM,1.9291677541178716,pct
divergence,gdp_share_pct,2024,VNM,0.43122127144837874,pct
divergence,trade_minus_gdp_share_pp,2024,VNM,1.4979464826694928,pp
divergence,trade_share_pct,2024,DEU,6.291240669993867,pct
divergence,gdp_share_pct,2024,DEU,4.241912562017689,pct
divergence,trade_minus_gdp_share_pp,2024,DEU,2.0493281079761774,pp
divergence,trade_share_pct,2024,JPN,3.188920021744298,pct
divergence,gdp_share_pct,2024,JPN,3.793255191103964,pct
divergence,trade_minus_gdp_share_pp,2024,JPN,-0.6043351693596661,pp
divergence,trade_share_pct,2024,FRA,3.0286151871888385,pct
divergence,gdp_share_pct,2024,FRA,2.8611794643166992,pct
divergence,trade_minus_gdp_share_pp,2024,FRA,0.16743572287213926,pp
divergence,trade_share_pct,2024,KOR,2.934738529992064,pct
divergence,gdp_share_pct,2024,KOR,1.697807197712034,pct
divergence,trade_minus_gdp_share_pp,2024,KOR,1.23693133228003,pp
divergence,trade_share_pct,2024,NLD,2.7676747007762743,pct
divergence,gdp_share_pct,2024,NLD,1.098988290642251,pct
divergence,trade_minus_gdp_share_pp,2024,NLD,1.6686864101340233,pp
divergence,trade_share_pct,2024,ITA,2.701692412302658,pct
divergence,gdp_share_pct,2024,ITA,2.1577474108699697,pct
divergence,trade_minus_gdp_share_pp,2024,ITA,0.5439450014326885,pp
divergence,trade_share_pct,2024,IND,2.517613068902574,pct
divergence,gdp_share_pct,2024,IND,3.404701035999347,pct
divergence,trade_minus_gdp_share_pp,2024,IND,-0.8870879670967726,pp
gravity_fit,const,2017,OLS,-45.6855527924458,ln
gravity_fit,elast_gdp_exporter,2017,OLS,1.3779893143080921,elasticity
gravity_fit,elast_gdp_importer,2017,OLS,1.038454506518916,elasticity
gravity_fit,r2,2017,OLS,0.5902254750270367,share
gravity_fit,n_dyads,2017,OLS,24317.0,count
gravity,resid_ln,2017,CHN->USA,-0.7352815744139853,ln
gravity,actual_over_gdp_implied,2017,CHN->USA,0.479370461513088,ratio
gravity,resid_ln,2017,CHN->MEX,-0.44570706108659053,ln
gravity,actual_over_gdp_implied,2017,CHN->MEX,0.6403713342710109,ratio
gravity,resid_ln,2017,CHN->VNM,1.7336309765207574,ln
gravity,actual_over_gdp_implied,2017,CHN->VNM,5.66117221853991,ratio
gravity,resid_ln,2017,CHN->THA,0.6946932095678626,ln
gravity,actual_over_gdp_implied,2017,CHN->THA,2.00309444945378,ratio
gravity,resid_ln,2017,CHN->MYS,1.0319061315030105,ln
gravity,actual_over_gdp_implied,2017,CHN->MYS,2.8064101263718304,ratio
gravity,resid_ln,2017,CHN->IDN,-0.2550920985199099,ln
gravity,actual_over_gdp_implied,2017,CHN->IDN,0.7748451325849381,ratio
gravity,resid_ln,2017,MEX->USA,2.035739996502272,ln
gravity,actual_over_gdp_implied,2017,MEX->USA,7.657916860969726,ratio
gravity,resid_ln,2017,VNM->USA,2.1713847582832067,ln
gravity,actual_over_gdp_implied,2017,VNM->USA,8.770420548238201,ratio
gravity,resid_ln,2017,THA->USA,1.0675328583872066,ln
gravity,actual_over_gdp_implied,2017,THA->USA,2.908195711251419,ratio
gravity,resid_ln,2017,MYS->USA,1.6515511743725604,ln
gravity,actual_over_gdp_implied,2017,MYS->USA,5.215063028452763,ratio
gravity,resid_ln,2017,IDN->USA,-0.4359377955267618,ln
gravity,actual_over_gdp_implied,2017,IDN->USA,0.646657949701504,ratio
gravity_fit,const,2018,OLS,-44.314334418216276,ln
gravity_fit,elast_gdp_exporter,2018,OLS,1.351953665551085,elasticity
gravity_fit,elast_gdp_importer,2018,OLS,1.0091291900797998,elasticity
gravity_fit,r2,2018,OLS,0.571660329074636,share
gravity_fit,n_dyads,2018,OLS,26884.0,count
gravity,resid_ln,2018,CHN->USA,-0.5614908953729056,ln
gravity,actual_over_gdp_implied,2018,CHN->USA,0.5703580854160922,ratio
gravity,resid_ln,2018,CHN->MEX,-0.2302556765020327,ln
gravity,actual_over_gdp_implied,2018,CHN->MEX,0.7943304848984044,ratio
gravity,resid_ln,2018,CHN->VNM,1.6922290542162202,ln
gravity,actual_over_gdp_implied,2018,CHN->VNM,5.431574495296164,ratio
gravity,resid_ln,2018,CHN->THA,0.8040301760391344,ln
gravity,actual_over_gdp_implied,2018,CHN->THA,2.234528348494255,ratio
gravity,resid_ln,2018,CHN->MYS,1.0795256295552988,ln
gravity,actual_over_gdp_implied,2018,CHN->MYS,2.943283013381672,ratio
gravity,resid_ln,2018,CHN->IDN,0.0002551986110823634,ln
gravity,actual_over_gdp_implied,2018,CHN->IDN,1.000255231177018,ratio
gravity,resid_ln,2018,MEX->USA,2.2634173771050463,ln
gravity,actual_over_gdp_implied,2018,MEX->USA,9.6158942179679,ratio
gravity,resid_ln,2018,VNM->USA,2.2334714396025497,ln
gravity,actual_over_gdp_implied,2018,VNM->USA,9.33220610363343,ratio
gravity,resid_ln,2018,THA->USA,1.12845904466554,ln
gravity,actual_over_gdp_implied,2018,THA->USA,3.0908899052253145,ratio
gravity,resid_ln,2018,MYS->USA,1.7159437091839074,ln
gravity,actual_over_gdp_implied,2018,MYS->USA,5.561921873204521,ratio
gravity,resid_ln,2018,IDN->USA,-0.2565229208722073,ln
gravity,actual_over_gdp_implied,2018,IDN->USA,0.7737372596233733,ratio
gravity_fit,const,2019,OLS,-43.54988752485045,ln
gravity_fit,elast_gdp_exporter,2019,OLS,1.3425342691842506,elasticity
gravity_fit,elast_gdp_importer,2019,OLS,0.9877012308087317,elasticity
gravity_fit,r2,2019,OLS,0.5674094293747682,share
gravity_fit,n_dyads,2019,OLS,27780.0,count
gravity,resid_ln,2019,CHN->USA,-0.6358170324889016,ln
gravity,actual_over_gdp_implied,2019,CHN->USA,0.5295026906355507,ratio
gravity,resid_ln,2019,CHN->MEX,-0.13813446238463456,ln
gravity,actual_over_gdp_implied,2019,CHN->MEX,0.8709815696128913,ratio
gravity,resid_ln,2019,CHN->VNM,1.8226161695266079,ln
gravity,actual_over_gdp_implied,2019,CHN->VNM,6.188026217471636,ratio
gravity,resid_ln,2019,CHN->THA,0.8143933155963765,ln
gravity,actual_over_gdp_implied,2019,CHN->THA,2.257805481383013,ratio
gravity,resid_ln,2019,CHN->MYS,1.071143814242923,ln
gravity,actual_over_gdp_implied,2019,CHN->MYS,2.9187160604114983,ratio
gravity,resid_ln,2019,CHN->IDN,-0.015059019544494845,ln
gravity,actual_over_gdp_implied,2019,CHN->IDN,0.9850538004608006,ratio
gravity,resid_ln,2019,MEX->USA,2.362103199107743,ln
gravity,actual_over_gdp_implied,2019,MEX->USA,10.613249772762781,ratio
gravity,resid_ln,2019,VNM->USA,2.511254823201387,ln
gravity,actual_over_gdp_implied,2019,VNM->USA,12.320380263851295,ratio
gravity,resid_ln,2019,THA->USA,1.2424373952335763,ln
gravity,actual_over_gdp_implied,2019,THA->USA,3.464046433614864,ratio
gravity,resid_ln,2019,MYS->USA,1.7983009535995471,ln
gravity,actual_over_gdp_implied,2019,MYS->USA,6.039377559657441,ratio
gravity,resid_ln,2019,IDN->USA,-0.2801834645389043,ln
gravity,actual_over_gdp_implied,2019,IDN->USA,0.7556450946588622,ratio
gravity_fit,const,2020,OLS,-43.154396714975256,ln
gravity_fit,elast_gdp_exporter,2020,OLS,1.3381068294607716,elasticity
gravity_fit,elast_gdp_importer,2020,OLS,0.9787450979284921,elasticity
gravity_fit,r2,2020,OLS,0.5657382268198698,share
gravity_fit,n_dyads,2020,OLS,28006.0,count
gravity,resid_ln,2020,CHN->USA,-0.6626857541830944,ln
gravity,actual_over_gdp_implied,2020,CHN->USA,0.5154650612858784,ratio
gravity,resid_ln,2020,CHN->MEX,-0.07849131494367967,ln
gravity,actual_over_gdp_implied,2020,CHN->MEX,0.9245100893188797,ratio
gravity,resid_ln,2020,CHN->VNM,1.8533433048550982,ln
gravity,actual_over_gdp_implied,2020,CHN->VNM,6.381117921771069,ratio
gravity,resid_ln,2020,CHN->THA,0.8738449812118354,ln
gravity,actual_over_gdp_implied,2020,CHN->THA,2.396106147448083,ratio
gravity,resid_ln,2020,CHN->MYS,1.1040983114217902,ln
gravity,actual_over_gdp_implied,2020,CHN->MYS,3.0165032955977638,ratio
gravity,resid_ln,2020,CHN->IDN,-0.1178980794502138,ln
gravity,actual_over_gdp_implied,2020,CHN->IDN,0.8887866336208472,ratio
gravity,resid_ln,2020,MEX->USA,2.4799048474614303,ln
gravity,actual_over_gdp_implied,2020,MEX->USA,11.940128230282435,ratio
gravity,resid_ln,2020,VNM->USA,2.675210364901144,ln
gravity,actual_over_gdp_implied,2020,VNM->USA,14.515403049763153,ratio
gravity,resid_ln,2020,THA->USA,1.4485132721787863,ln
gravity,actual_over_gdp_implied,2020,THA->USA,4.256781133388132,ratio
gravity,resid_ln,2020,MYS->USA,1.984208058969049,ln
gravity,actual_over_gdp_implied,2020,MYS->USA,7.273285091162437,ratio
gravity,resid_ln,2020,IDN->USA,-0.18807679279697354,ln
gravity,actual_over_gdp_implied,2020,IDN->USA,0.8285510780348622,ratio
gravity_fit,const,2021,OLS,-44.20909585294596,ln
gravity_fit,elast_gdp_exporter,2021,OLS,1.35310153647088,elasticity
gravity_fit,elast_gdp_importer,2021,OLS,1.0011909072040035,elasticity
gravity_fit,r2,2021,OLS,0.5782380650527155,share
gravity_fit,n_dyads,2021,OLS,28540.0,count
gravity,resid_ln,2021,CHN->USA,-0.9389991468453687,ln
gravity,actual_over_gdp_implied,2021,CHN->USA,0.39101899217244,ratio
gravity,resid_ln,2021,CHN->MEX,0.11419248381462666,ln
gravity,actual_over_gdp_implied,2021,CHN->MEX,1.1209678722916776,ratio
gravity,resid_ln,2021,CHN->VNM,1.731215956036781,ln
gravity,actual_over_gdp_implied,2021,CHN->VNM,5.64751686728219,ratio
gravity,resid_ln,2021,CHN->THA,0.8764163696915119,ln
gravity,actual_over_gdp_implied,2021,CHN->THA,2.4022753955591982,ratio
gravity,resid_ln,2021,CHN->MYS,1.0307800811216268,ln
gravity,actual_over_gdp_implied,2021,CHN->MYS,2.803251745760289,ratio
gravity,resid_ln,2021,CHN->IDN,-0.16825089838977547,ln
gravity,actual_over_gdp_implied,2021,CHN->IDN,0.8451417633740335,ratio
gravity,resid_ln,2021,MEX->USA,2.258579891654069,ln
gravity,actual_over_gdp_implied,2021,MEX->USA,9.569489800431164,ratio
gravity,resid_ln,2021,VNM->USA,2.722590759719065,ln
gravity,actual_over_gdp_implied,2021,VNM->USA,15.219701801806957,ratio
gravity,resid_ln,2021,THA->USA,1.5343436319670118,ln
gravity,actual_over_gdp_implied,2021,THA->USA,4.638280111812301,ratio
gravity,resid_ln,2021,MYS->USA,1.9402995135670302,ln
gravity,actual_over_gdp_implied,2021,MYS->USA,6.960835523122855,ratio
gravity,resid_ln,2021,IDN->USA,-0.2018925493956374,ln
gravity,actual_over_gdp_implied,2021,IDN->USA,0.8171827300031734,ratio
gravity_fit,const,2022,OLS,-43.63621355991909,ln
gravity_fit,elast_gdp_exporter,2022,OLS,1.3441362484384705,elasticity
gravity_fit,elast_gdp_importer,2022,OLS,0.9866298663429639,elasticity
gravity_fit,r2,2022,OLS,0.5638330267344647,share
gravity_fit,n_dyads,2022,OLS,28578.0,count
gravity,resid_ln,2022,CHN->USA,-0.8326585244916309,ln
gravity,actual_over_gdp_implied,2022,CHN->USA,0.43489157819386354,ratio
gravity,resid_ln,2022,CHN->MEX,0.22311819849513626,ln
gravity,actual_over_gdp_implied,2022,CHN->MEX,1.249968309377883,ratio
gravity,resid_ln,2022,CHN->VNM,1.7608246655322972,ln
gravity,actual_over_gdp_implied,2022,CHN->VNM,5.817232688165367,ratio
gravity,resid_ln,2022,CHN->THA,1.0653581744966196,ln
gravity,actual_over_gdp_implied,2022,CHN->THA,2.9018781766975645,ratio
gravity,resid_ln,2022,CHN->MYS,1.1343604014792206,ln
gravity,actual_over_gdp_implied,2022,CHN->MYS,3.1091842771427314,ratio
gravity,resid_ln,2022,CHN->IDN,0.006212577128188457,ln
gravity,actual_over_gdp_implied,2022,CHN->IDN,1.006231915211178,ratio
gravity,resid_ln,2022,MEX->USA,2.313143426566512,ln
gravity,actual_over_gdp_implied,2022,MEX->USA,10.106142694663212,ratio
gravity,resid_ln,2022,VNM->USA,2.7769275763877594,ln
gravity,actual_over_gdp_implied,2022,VNM->USA,16.069572489664726,ratio
gravity,resid_ln,2022,THA->USA,1.772157206542655,ln
gravity,actual_over_gdp_implied,2022,THA->USA,5.883531674618288,ratio
gravity,resid_ln,2022,MYS->USA,1.8291923467086804,ln
gravity,actual_over_gdp_implied,2022,MYS->USA,6.228853872094084,ratio
gravity,resid_ln,2022,IDN->USA,-0.10851454153045026,ln
gravity,actual_over_gdp_implied,2022,IDN->USA,0.8971658485576092,ratio
gravity_fit,const,2023,OLS,-43.2021510049004,ln
gravity_fit,elast_gdp_exporter,2023,OLS,1.3468934888385016,elasticity
gravity_fit,elast_gdp_importer,2023,OLS,0.9627028721808948,elasticity
gravity_fit,r2,2023,OLS,0.564616006200335,share
gravity_fit,n_dyads,2023,OLS,28140.0,count
gravity,resid_ln,2023,CHN->USA,-0.9172774426882917,ln
gravity,actual_over_gdp_implied,2023,CHN->USA,0.3996055103299633,ratio
gravity,resid_ln,2023,CHN->MEX,0.1986228873000755,ln
gravity,actual_over_gdp_implied,2023,CHN->MEX,1.2197219065368794,ratio
gravity,resid_ln,2023,CHN->VNM,1.780207499729574,ln
gravity,actual_over_gdp_implied,2023,CHN->VNM,5.931086989861604,ratio
gravity,resid_ln,2023,CHN->THA,1.132340511480141,ln
gravity,actual_over_gdp_implied,2023,CHN->THA,3.102910405314609,ratio
gravity,resid_ln,2023,CHN->MYS,1.207358239460838,ln
gravity,actual_over_gdp_implied,2023,CHN->MYS,3.3446372406424905,ratio
gravity,resid_ln,2023,CHN->IDN,0.029985214105721525,ln
gravity,actual_over_gdp_implied,2023,CHN->IDN,1.0304392978743588,ratio
gravity,resid_ln,2023,MEX->USA,2.2605686653189494,ln
gravity,actual_over_gdp_implied,2023,MEX->USA,9.588540287006534,ratio
gravity,resid_ln,2023,VNM->USA,2.7456986775688605,ln
gravity,actual_over_gdp_implied,2023,VNM->USA,15.575492378627693,ratio
gravity,resid_ln,2023,THA->USA,1.8293870261735456,ln
gravity,actual_over_gdp_implied,2023,THA->USA,6.230066620077362,ratio
gravity,resid_ln,2023,MYS->USA,1.8699199435699754,ln
gravity,actual_over_gdp_implied,2023,MYS->USA,6.487776990231337,ratio
gravity,resid_ln,2023,IDN->USA,-0.2348103975633613,ln
gravity,actual_over_gdp_implied,2023,IDN->USA,0.7907207579992077,ratio
gravity_fit,const,2024,OLS,-44.29451430066464,ln
gravity_fit,elast_gdp_exporter,2024,OLS,1.3616053323701125,elasticity
gravity_fit,elast_gdp_importer,2024,OLS,0.985656237766098,elasticity
gravity_fit,r2,2024,OLS,0.5708552474273056,share
gravity_fit,n_dyads,2024,OLS,25958.0,count
gravity,resid_ln,2024,CHN->USA,-1.041626140948658,ln
gravity,actual_over_gdp_implied,2024,CHN->USA,0.35288038189992676,ratio
gravity,resid_ln,2024,CHN->MEX,0.23709091491379297,ln
gravity,actual_over_gdp_implied,2024,CHN->MEX,1.2675563523134334,ratio
gravity,resid_ln,2024,CHN->VNM,1.969362868699644,ln
gravity,actual_over_gdp_implied,2024,CHN->VNM,7.166109281021032,ratio
gravity,resid_ln,2024,CHN->THA,1.2263598630370396,ln
gravity,actual_over_gdp_implied,2024,CHN->THA,3.4087984313847084,ratio
gravity,resid_ln,2024,CHN->MYS,1.2957817583309428,ln
gravity,actual_over_gdp_implied,2024,CHN->MYS,3.6538512865970274,ratio
gravity,resid_ln,2024,CHN->IDN,0.14635503430264407,ln
gravity,actual_over_gdp_implied,2024,CHN->IDN,1.1576071053329922,ratio
gravity,resid_ln,2024,MEX->USA,2.209953235782475,ln
gravity,actual_over_gdp_implied,2024,MEX->USA,9.115290113663393,ratio
gravity,resid_ln,2024,VNM->USA,2.7864467395205317,ln
gravity,actual_over_gdp_implied,2024,VNM->USA,16.223271755245985,ratio
gravity,resid_ln,2024,THA->USA,1.8272146107900653,ln
gravity,actual_over_gdp_implied,2024,THA->USA,6.2165470179246665,ratio
gravity,resid_ln,2024,MYS->USA,1.9126474133790374,ln
gravity,actual_over_gdp_implied,2024,MYS->USA,6.77099070258059,ratio
gravity,resid_ln,2024,IDN->USA,-0.2583368874620504,ln
gravity,actual_over_gdp_implied,2024,IDN->USA,0.7723349982972063,ratio
us_import_gap,china_share_pct,2023,Census FT900,13.89,pct
us_import_gap,mexico_share_pct,2023,Census FT900,15.37,pct
us_import_gap,asean_share_pct,2023,Census FT900,10.07,pct
us_import_gap,mex_asean_share_pct,2023,Census FT900,25.44,pct
us_import_gap,gap_pp,2023,Census FT900,11.55,pp
us_import_gap,china_share_pct,2024,Census FT900,13.49,pct
us_import_gap,mexico_share_pct,2024,Census FT900,15.41,pct
us_import_gap,asean_share_pct,2024,Census FT900,10.73,pct
us_import_gap,mex_asean_share_pct,2024,Census FT900,26.15,pct
us_import_gap,gap_pp,2024,Census FT900,12.66,pp
us_import_gap,china_share_pct,2025,Census FT900,9.04,pct
