# source: IMF WEO via DataMapper API v1, indicator NGDPD (GDP current prices, billions USD); WEO vintage per indicator metadata: World Economic Outlook (April 2026)
# pulled: 2026-07-30
# script: analysis/02_pull_weo.py
# units: billions of current US dollars; years >= ~2025 are IMF projections; codes include aggregates (WEOWORLD etc.)
economy_code,year,ngdpd_bn_usd
MLI,2026,33.847
MLI,2027,36.408
MLI,2028,39.073
MLT,2020,16.392
MLT,2021,19.743
MLT,2022,18.954
MLT,2023,22.632
MLT,2024,25.035
MLT,2025,27.756
MLT,2026,30.712
MLT,2027,32.449
MLT,2028,34.333
MMR,2020,77.026
MMR,2021,55.26
MMR,2022,67.437
MMR,2023,66.821
MMR,2024,76.759
MMR,2025,82.4
MMR,2026,83.832
MMR,2027,86.885
MMR,2028,94.087
MNE,2020,4.73
MNE,2021,5.827
MNE,2022,6.265
MNE,2023,7.646
MNE,2024,8.272
MNE,2025,9.228
MNE,2026,10.227
MNE,2027,10.808
MNE,2028,11.382
MNG,2020,13.313
MNG,2021,15.286
MNG,2022,17.146
MNG,2023,20.315
MNG,2024,23.795
MNG,2025,25.37
MNG,2026,28.45
MNG,2027,30.604
MNG,2028,32.827
MOZ,2020,14.235
MOZ,2021,16.168
MOZ,2022,18.884
MOZ,2023,20.921
MOZ,2024,22.745
MOZ,2025,22.338
MOZ,2026,23.275
MOZ,2027,24.65
MOZ,2028,25.695
MRT,2020,8.464
MRT,2021,9.126
MRT,2022,9.564
MRT,2023,10.724
MRT,2024,11.003
MRT,2025,12.289
MRT,2026,14.352
MRT,2027,15.095
MRT,2028,15.966
MUS,2020,11.408
MUS,2021,11.484
MUS,2022,12.908
MUS,2023,14.101
MUS,2024,14.986
MUS,2025,16.126
MUS,2026,17.119
MUS,2027,18.241
MUS,2028,19.418
MWI,2020,11.847
MWI,2021,12.475
MWI,2022,12.531
MWI,2023,13.439
MWI,2024,11.79
MWI,2025,15.047
MWI,2026,18.152
MWI,2027,20.983
MWI,2028,24.194
MYS,2020,337.456
MYS,2021,373.785
MYS,2022,407.83
MYS,2023,399.949
MYS,2024,422.227
MYS,2025,472.193
MYS,2026,516.428
MYS,2027,552.855
MYS,2028,591.087
NAM,2020,10.583
NAM,2021,12.399
NAM,2022,12.564
NAM,2023,12.402
NAM,2024,13.37
NAM,2025,14.826
NAM,2026,17.314
NAM,2027,18.351
NAM,2028,19.244
NAQ,2020,758.04
NAQ,2021,833.202
NAQ,2022,920.063
NAQ,2023,880.469
NAQ,2024,913.531
NAQ,2025,935.273
NAQ,2026,1054.35
NAQ,2027,1098.216
NAQ,2028,1165.211
NER,2020,13.764
NER,2021,14.923
NER,2022,15.458
NER,2023,16.809
NER,2024,19.866
NER,2025,21.836
NER,2026,24.813
NER,2027,26.928
NER,2028,29.039
NGA,2020,598.725
NGA,2021,609.479
NGA,2022,645.682
NGA,2023,487.347
NGA,2024,252.109
NGA,2025,290.491
NGA,2026,377.365
NGA,2027,387.645
NGA,2028,405.582
NIC,2020,12.73
NIC,2021,14.208
NIC,2022,15.634
NIC,2023,17.813
NIC,2024,19.697
NIC,2025,22.237
NIC,2026,24.227
NIC,2027,26.258
NIC,2028,28.001
NLD,2020,931.814
NLD,2021,1055.173
NLD,2022,1047.364
NLD,2023,1135.803
NLD,2024,1214.562
NLD,2025,1332.24
NLD,2026,1449.704
NLD,2027,1500.424
NLD,2028,1551.351
NMQ,2020,24255.156
NMQ,2021,27171.028
NMQ,2022,29835.946
NMQ,2023,31920.879
NMQ,2024,33524.432
NMQ,2025,35046.141
NMQ,2026,37141.128
NMQ,2027,38785.841
NMQ,2028,40289.83
NOR,2020,382.253
NOR,2021,521.592
NOR,2022,617.322
NOR,2023,502.198
NOR,2024,500.886
NOR,2025,530.756
NOR,2026,599.406
NOR,2027,604.144
NOR,2028,605.423
NPL,2020,33.434
NPL,2021,36.927
NPL,2022,41.183
NPL,2023,41.048
NPL,2024,42.914
NPL,2025,44.81
NPL,2026,45.844
NPL,2027,48.09
NPL,2028,52.928
NRU,2020,0.125
NRU,2021,0.149
NRU,2022,0.181
NRU,2023,0.161
NRU,2024,0.168
NRU,2025,0.176
NRU,2026,0.196
NRU,2027,0.214
NRU,2028,0.223
NZL,2020,210.84
NZL,2021,249.72
NZL,2022,245.165
NZL,2023,253.65
NZL,2024,258.827
NZL,2025,258.832
NZL,2026,278.636
NZL,2027,290.452
NZL,2028,301.931
OAE,2020,7556.022
OAE,2021,8795.765
OAE,2022,8872.74
OAE,2023,8978.696
OAE,2024,9329.259
OAE,2025,9860.112
OAE,2026,10826.829
OAE,2027,11289.894
OAE,2028,11755.649
OEMDC,2020,34361.994
OEMDC,2021,40451.207
OEMDC,2022,43311.737
OEMDC,2023,44485.388
OEMDC,2024,46216.382
OEMDC,2025,48788.796
OEMDC,2026,52481.61
OEMDC,2027,55054.551
OEMDC,2028,58368.973
OMN,2020,75.909
OMN,2021,87.324
OMN,2022,109.853
OMN,2023,106.175
OMN,2024,107.137
OMN,2025,106.127
OMN,2026,117.176
OMN,2027,118.478
OMN,2028,122.721
PAK,2020,300.41
PAK,2021,348.481
PAK,2022,374.85
PAK,2023,336.555
PAK,2024,372.243
PAK,2025,407.786
PAN,2020,57.06
PAN,2021,67.396
PAN,2022,76.479
PAN,2023,83.812
PAN,2024,86.524
PAN,2025,90.463
PAN,2026,95.024
PAN,2027,101.325
PAN,2028,108.043
PER,2020,209.057
PER,2021,228.704
PER,2022,248.179
PER,2023,272.755
PER,2024,295.22
PER,2025,341.025
PER,2026,380.9
PER,2027,386.375
PER,2028,402.72
PHL,2020,361.751
PHL,2021,394.087
PHL,2022,404.353
PHL,2023,437.055
PHL,2024,461.617
PHL,2025,487.161
PHL,2026,512.222
PHL,2027,556.747
PHL,2028,605.64
PIQ,2020,32.343
PIQ,2021,34.557
PIQ,2022,40.942
PIQ,2023,40.843
PIQ,2024,41.738
PIQ,2025,43.869
PIQ,2026,46.48
PIQ,2027,47.69
PIQ,2028,50.02
PLW,2020,0.259
PLW,2021,0.236
PLW,2022,0.247
PLW,2023,0.276
PLW,2024,0.322
PLW,2025,0.345
PLW,2026,0.377
PLW,2027,0.398
PLW,2028,0.419
PNG,2020,23.848
PNG,2021,26.113
PNG,2022,31.653
PNG,2023,30.729
PNG,2024,30.756
PNG,2025,32.491
PNG,2026,34.403
PNG,2027,34.978
PNG,2028,36.655
POL,2020,605.93
POL,2021,689.253
POL,2022,695.734
POL,2023,812.959
POL,2024,917.623
POL,2025,1035.586
POL,2026,1134.248
POL,2027,1184.607
POL,2028,1248.332
PRI,2020,103.131
PRI,2021,106.427
PRI,2022,113.844
PRI,2023,118.375
PRI,2024,125.842
PRI,2025,126.525
PRI,2026,129.012
PRI,2027,133.41
PRI,2028,137.41
PRT,2020,229.435
PRT,2021,256.226
PRT,2022,257.101
PRT,2023,292.408
PRT,2024,313.562
PRT,2025,346.412
PRT,2026,380.637
PRT,2027,396.349
PRT,2028,412.482
PRY,2020,35.432
PRY,2021,39.937
PRY,2022,41.841
PRY,2023,43.14
PRY,2024,44.739
PRY,2025,49.358
PRY,2026,60.542
PRY,2027,64.029
PRY,2028,67.644
QAT,2020,144.411
QAT,2021,179.732
QAT,2022,235.709
QAT,2023,217.309
QAT,2024,219.163
QAT,2025,221.229
QAT,2026,217.416
QAT,2027,237.026
QAT,2028,250.997
ROU,2020,250.961
ROU,2021,285.275
ROU,2022,295.891
ROU,2023,347.829
ROU,2024,382.65
ROU,2025,427.941
ROU,2026,480.834
ROU,2027,511.274
ROU,2028,546.987
RUS,2020,1488.118
RUS,2021,1828.927
RUS,2022,2296.41
RUS,2023,2034.681
RUS,2024,2185.848
RUS,2025,2587.938
RUS,2026,2656.452
RUS,2027,2533.434
RUS,2028,2551.584
RWA,2020,10.488
RWA,2021,11.25
RWA,2022,13.744
RWA,2023,14.805
RWA,2024,15.111
RWA,2025,15.973
RWA,2026,17.336
RWA,2027,18.428
RWA,2028,19.531
SAQ,2020,3410.295
SAQ,2021,3982.661
SAQ,2022,4209.791
SAQ,2023,4423.298
SAQ,2024,4735.596
SAQ,2025,4946.955
SAQ,2026,5281.43
SAQ,2027,5759.067
SAQ,2028,6313.298
SAU,2020,767.303
SAU,2021,982.661
SAU,2022,1239.075
SAU,2023,1218.585
SAU,2024,1254.141
SAU,2025,1276.943
SAU,2026,1388.676
SAU,2027,1432.348
SAU,2028,1498.027
SDN,2020,35.215
SDN,2021,35.131
SDN,2022,33.462
SDN,2023,36.947
SDN,2024,29.156
SDN,2025,39.718
SDN,2026,44.688
SDN,2027,47.622
SDN,2028,53.433
SEN,2020,24.566
SEN,2021,27.535
SEN,2022,27.843
SEN,2023,30.701
SEN,2024,32.829
SEN,2025,37.116
SEN,2026,40.469
SEN,2027,42.165
SEN,2028,44.186
SEQ,2020,3100.251
SEQ,2021,3399.203
SEQ,2022,3694.171
SEQ,2023,3810.743
SEQ,2024,3997.706
SEQ,2025,4247.438
SEQ,2026,4509.557
SEQ,2027,4784.896
SEQ,2028,5099.596
SGP,2020,351.227
SGP,2021,441.111
SGP,2022,514.253
SGP,2023,511.182
SGP,2024,572.877
SGP,2025,603.87
SGP,2026,659.572
SGP,2027,691.369
SGP,2028,722.229
SLB,2020,1.536
SLB,2021,1.558
SLB,2022,1.467
SLB,2023,1.506
SLB,2024,1.584
SLB,2025,1.704
SLB,2026,1.836
SLB,2027,1.949
SLB,2028,2.076
SLE,2020,6.682
SLE,2021,7.166
SLE,2022,7.121
SLE,2023,6.401
SLE,2024,6.97
SLE,2025,7.71
SLE,2026,8.27
SLE,2027,8.651
SLE,2028,9.04
SLV,2020,24.921
SLV,2021,29.043
SLV,2022,31.87
SLV,2023,33.854
SLV,2024,35.365
SLV,2025,37.268
SLV,2026,39.838
SLV,2027,42.139
SLV,2028,44.588
SMQ,2020,2865.09
SMQ,2021,3332.03
SMQ,2022,3850.016
SMQ,2023,4213.561
SMQ,2024,4295.702
SMQ,2025,4544.349
SMQ,2026,5139.445
SMQ,2027,5364.979
SMQ,2028,5609.292
SMR,2020,1.543
SMR,2021,1.857
SMR,2022,1.833
SMR,2023,2.028
SMR,2024,2.086
SMR,2025,2.251
SMR,2026,2.417
SMR,2027,2.487
SMR,2028,2.572
SOM,2020,8.628
SOM,2021,9.484
SOM,2022,10.203
SOM,2023,10.969
SOM,2024,12.161
SOM,2025,12.956
SOM,2026,14.174
SOM,2027,15.539
SOM,2028,16.875
SRB,2020,55.874
SRB,2021,65.83
SRB,2022,66.81
SRB,2023,81.344
SRB,2024,90.088
SRB,2025,99.953
SRB,2026,112.025
SRB,2027,122.018
SRB,2028,130.083
SSA,2020,1867.793
SSA,2021,2089.003
SSA,2022,2229.855
SSA,2023,2095.487
SSA,2024,1931.641
SSA,2025,2131.184
SSA,2026,2437.32
SSA,2027,2568.378
SSA,2028,2724.285
SSD,2020,5.423
SSD,2021,5.94
SSD,2022,7.533
SSD,2023,7.401
SSD,2024,4.637
SSD,2025,5.733
SSD,2026,6.069
SSD,2027,6.826
SSD,2028,7.161
SSQ,2020,1914.615
SSQ,2021,2136.652
SSQ,2022,2276.444
SSQ,2023,2147.056
SSQ,2024,1975.952
SSQ,2025,2187.568
SSQ,2026,2501.085
SSQ,2027,2636.159
SSQ,2028,2799.077
STP,2020,0.476
STP,2021,0.529
STP,2022,0.546
STP,2023,0.696
STP,2024,0.828
STP,2025,0.981
STP,2026,1.161
STP,2027,1.294
STP,2028,1.412
SUR,2020,2.912
SUR,2021,3.084
SUR,2022,3.802
SUR,2023,3.462
SUR,2024,4.434
SUR,2025,4.664
SUR,2026,5.908
SUR,2027,6.766
SUR,2028,8.97
SVK,2020,107.646
SVK,2021,120.591
SVK,2022,115.884
SVK,2023,133.617
SVK,2024,140.892
SVK,2025,154.442
SVK,2026,168.897
SVK,2027,177.004
SVK,2028,186.384
SVN,2020,53.342
SVN,2021,61.582
SVN,2022,59.946
SVN,2023,69.275
SVN,2024,72.95
SVN,2025,79.603
SVN,2026,86.732
SVN,2027,90.18
SVN,2028,94.09
SWE,2020,544.266
SWE,2021,631.693
SWE,2022,575.071
SWE,2023,578.991
SWE,2024,604.827
SWE,2025,668.999
SWE,2026,760.481
SWE,2027,794.57
SWE,2028,834.286
SWZ,2020,4.136
SWZ,2021,4.807
SWZ,2022,4.747
SWZ,2023,4.621
SWZ,2024,4.855
SWZ,2025,5.166
SWZ,2026,5.792
SWZ,2027,5.961
SWZ,2028,6.19
SYC,2020,1.384
SYC,2021,1.49
SYC,2022,2.0
SYC,2023,2.172
SYC,2024,2.229
SYC,2025,2.318
SYC,2026,2.251
SYC,2027,2.449
SYC,2028,2.533
TCD,2020,14.812
TCD,2021,16.975
TCD,2022,18.052
TCD,2023,18.638
TCD,2024,20.656
TCD,2025,22.092
TCD,2026,25.628
TCD,2027,27.257
TCD,2028,29.023
TGO,2020,7.497
TGO,2021,8.546
TGO,2022,8.665
TGO,2023,9.725
TGO,2024,10.644
TGO,2025,11.899
TGO,2026,13.437
TGO,2027,14.441
TGO,2028,15.498
THA,2020,500.275
THA,2021,506.05
THA,2022,495.692
THA,2023,517.013
THA,2024,529.386
THA,2025,577.01
THA,2026,579.996
THA,2027,584.045
THA,2028,599.255
TJK,2020,8.134
TJK,2021,8.934
TJK,2022,10.716
TJK,2023,12.242
TJK,2024,14.426
TJK,2025,17.542
TJK,2026,20.418
TJK,2027,21.403
TJK,2028,22.67
TKM,2020,45.455
TKM,2021,49.477
TKM,2022,56.677
TKM,2023,62.814
TKM,2024,68.675
TKM,2025,77.398
TKM,2026,83.065
TKM,2027,87.909
TKM,2028,93.864
TLS,2020,2.163
TLS,2021,3.625
TLS,2022,3.209
TLS,2023,2.08
TLS,2024,1.866
TLS,2025,2.064
TLS,2026,2.17
TLS,2027,2.315
TLS,2028,2.466
TON,2020,0.512
TON,2021,0.521
TON,2022,0.553
TON,2023,0.596
TON,2024,0.646
TON,2025,0.68
TON,2026,0.716
TON,2027,0.753
TON,2028,0.771
TTO,2020,20.889
TTO,2021,24.223
TTO,2022,28.341
TTO,2023,25.037
TTO,2024,25.634
TTO,2025,25.932
TTO,2026,26.836
TTO,2027,28.149
TTO,2028,29.378
TUN,2020,42.494
TUN,2021,46.813
TUN,2022,44.596
TUN,2023,48.54
TUN,2024,51.331
TUN,2025,57.589
TUN,2026,60.745
TUN,2027,59.061
TUN,2028,59.611
TUR,2020,730.345
TUR,2021,827.673
TUR,2022,924.752
TUR,2023,1153.295
TUR,2024,1358.251
TUR,2025,1597.301
TUR,2026,1640.223
TUR,2027,1629.539
TUR,2028,1741.606
TUV,2020,0.053
TUV,2021,0.062
TUV,2022,0.054
TUV,2023,0.051
TUV,2024,0.056
TUV,2025,0.058
TUV,2026,0.065
TUV,2027,0.069
TUV,2028,0.072
TWN,2020,676.861
TWN,2021,776.965
TWN,2022,765.624
TWN,2023,757.387
TWN,2024,801.495
TWN,2025,920.05
TWN,2026,976.719
TWN,2027,1036.931
TWN,2028,1094.177
TZA,2020,63.373
TZA,2021,67.964
TZA,2022,74.173
TZA,2023,78.368
TZA,2024,79.236
TZA,2025,87.344
TZA,2026,94.889
TZA,2027,103.767
TZA,2028,113.93
UGA,2020,37.889
UGA,2021,42.805
UGA,2022,47.272
UGA,2023,52.038
UGA,2024,57.061
UGA,2025,66.014
UGA,2026,73.37
UGA,2027,80.198
UGA,2028,87.684
UKR,2020,156.618
UKR,2021,199.766
UKR,2022,161.99
UKR,2023,181.222
UKR,2024,190.834
UKR,2025,212.927
UKR,2026,225.337
UKR,2027,238.712
UKR,2028,251.095
URY,2020,53.557
URY,2021,60.742
URY,2022,71.247
URY,2023,79.214
URY,2024,82.323
URY,2025,85.575
URY,2026,96.092
URY,2027,100.859
URY,2028,104.917
USA,2020,21375.275
USA,2021,23725.65
USA,2022,26054.6
USA,2023,27811.5
USA,2024,29298.025
USA,2025,30767.075
USA,2026,32383.92
USA,2027,33790.035
USA,2028,35065.9
UVK,2020,7.728
UVK,2021,9.418
UVK,2022,9.375
UVK,2023,10.47
UVK,2024,11.2
UVK,2025,12.449
UVK,2026,14.053
UVK,2027,15.26
UVK,2028,16.213
UZB,2020,70.127
UZB,2021,81.17
UZB,2022,94.317
UZB,2023,107.518
UZB,2024,121.352
UZB,2025,147.069
UZB,2026,181.502
UZB,2027,203.085
UZB,2028,224.851
VCT,2020,0.864
VCT,2021,0.888
VCT,2022,0.97
VCT,2023,1.047
VCT,2024,1.126
VCT,2025,1.176
VCT,2026,1.236
VCT,2027,1.295
VCT,2028,1.356
VEN,2020,42.838
VEN,2021,56.615
VEN,2022,89.013
VEN,2023,102.378
VEN,2024,120.566
VEN,2025,99.661
VEN,2026,111.303
VEN,2027,117.908
VNM,2020,346.283
VNM,2021,370.065
VNM,2022,411.031
VNM,2023,432.981
VNM,2024,459.448
VNM,2025,494.046
VNM,2026,527.266
VNM,2027,557.405
VNM,2028,594.826
VUT,2020,1.128
VUT,2021,1.06
VUT,2022,1.13
VUT,2023,1.198
VUT,2024,1.265
VUT,2025,1.316
VUT,2026,1.396
VUT,2027,1.477
VUT,2028,1.553
WBG,2020,15.532
WBG,2021,18.109
WBG,2022,19.166
WBG,2023,18.635
WBG,2024,16.017
WE,2020,4408.697
WE,2021,5137.008
WE,2022,5873.112
WE,2023,6614.744
WE,2024,6781.194
WE,2025,7072.389
WE,2026,8008.219
WE,2027,8388.843
WE,2028,8792.133
WEOWORLD,2020,86191.637
WEOWORLD,2021,98435.19
WEOWORLD,2022,102670.358
WEOWORLD,2023,107245.572
WEOWORLD,2024,111598.554
WEOWORLD,2025,118175.485
WEOWORLD,2026,126295.331
WEOWORLD,2027,131890.665
WEOWORLD,2028,138128.89
WEQ,2020,17712.064
WEQ,2021,20174.862
WEQ,2022,19790.623
WEQ,2023,21293.383
WEQ,2024,22250.263
WEQ,2025,24102.125
WEQ,2026,26055.934
WEQ,2027,26962.119
WEQ,2028,27916.312
WHQ,2020,27542.788
WHQ,2021,30991.467
WHQ,2022,34242.123
WHQ,2023,36741.213
WHQ,2024,38475.136
WHQ,2025,40285.888
WHQ,2026,43028.492
WHQ,2027,44952.681
WHQ,2028,46754.861
WSM,2020,0.869
WSM,2021,0.86
WSM,2022,0.89
WSM,2023,1.045
WSM,2024,1.176
WSM,2025,1.288
WSM,2026,1.376
WSM,2027,1.453
WSM,2028,1.521
YEM,2020,10.783
YEM,2021,10.203
YEM,2022,11.124
YEM,2023,9.364
YEM,2024,8.058
YEM,2025,7.897
YEM,2026,7.435
YEM,2027,7.122
YEM,2028,7.005
ZAF,2020,337.876
ZAF,2021,419.878
ZAF,2022,407.43
ZAF,2023,381.334
ZAF,2024,401.076
ZAF,2025,427.141
ZAF,2026,479.964
ZAF,2027,494.409
ZAF,2028,513.063
ZMB,2020,18.138
ZMB,2021,22.096
ZMB,2022,29.164
ZMB,2023,27.578
ZMB,2024,25.303
ZMB,2025,28.88
ZMB,2026,41.243
ZMB,2027,43.263
ZMB,2028,46.098
ZWE,2020,39.962
ZWE,2021,52.413
ZWE,2022,48.57
ZWE,2023,44.372
ZWE,2024,49.154
ZWE,2025,53.474
ZWE,2026,56.713
ZWE,2027,57.406
ZWE,2028,59.827
